gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_value,cltv,tenure_group,avg_monthly_charge,charge_vs_avg,payment_ratio,total_services,cost_per_service,high_risk,engagement_score,tenure_x_contract,charge_x_risk,log_total_charges,log_monthly_charges,log_cltv
Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,0,6101,Loyal,102.65352112676057,39.88830753940083,0.9809223232370812,6,17.441666666666666,1,4.843253968253968,71,104.65,8.894176517088752,4.660131744062066,8.716371865276615
Male,No,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.45,5229.8,0,5076,Loyal,91.75087719298246,25.688307539400824,1.0143822796349635,3,30.15,1,3.220238095238095,114,90.45,8.562319509032347,4.515792374836875,8.532475814947395
Male,No,No,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8,0,4921,Loyal,62.01111111111111,-1.0616924605991755,0.9734868306296875,6,10.616666666666667,1,3.857142857142857,144,63.7,8.40420364859392,4.169761201506855,8.501470230951002
Female,Yes,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,0,3847,Mature,105.584375,39.73830753940082,1.0103767942583732,6,17.416666666666668,3,3.523809523809524,0,313.5,8.53090870230218,4.658710952916121,8.255308811785596
Male,No,No,No,18,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,401.85,0,5586,Growing,22.325000000000003,-44.66169246059918,1.1106965174129353,1,20.1,0,1.3928571428571428,18,0.0,5.998564284223205,3.0492730404820207,8.628197749459149
Male,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,0,3927,Mature,103.53139534883722,39.53830753940082,0.9926308278891391,5,20.86,1,4.311507936507937,43,104.3,8.40129961959827,4.6568134191399295,8.275885669474356
Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,0,5197,Loyal,92.90208333333334,28.48830753940082,0.9962689901697944,7,13.321428571428571,1,5.0,144,93.25,8.80836167925279,4.54595082632812,8.556029215201436
Male,No,Yes,No,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,0,4719,Mature,76.03142857142856,8.688307539400824,1.0351453855878634,4,18.3625,1,3.0575396825396823,35,73.45,7.886870563989527,4.310127759130018,8.459564078579602
Male,No,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.7,73.05,0,4676,New,18.2625,-44.061692460599176,0.8822463768115942,1,20.7,1,0.1984126984126984,0,20.7,4.304740540713808,3.077312260546414,8.450412157725886
Female,No,Yes,Yes,49,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.25,1211.65,0,5616,Loyal,24.727551020408164,-39.51169246059918,0.9793089513032937,1,25.25,0,4.823412698412699,98,0.0,7.100563326500228,3.2676659890376327,8.633552992532433
Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.65,0,4080,Loyal,99.02323943661972,35.73830753940082,0.9853058650409922,5,20.1,0,5.700396825396826,142,0.0,8.858176665657608,4.620058798481842,8.314097335405807
Male,No,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,0,2004,New,92.74545454545456,25.838307539400816,1.023680513746739,3,30.2,2,2.581349206349206,0,181.2,6.9287336853673285,4.517431271680085,7.60339933974067
Male,No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.4,5597.65,0,5004,Loyal,88.8515873015873,24.638307539400827,0.9938656297716698,7,12.771428571428572,1,4.875,126,89.4,8.630280776232281,4.504244267398131,8.518192691749322
Female,Yes,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,0,4168,Loyal,95.74307692307691,30.688307539400824,1.003070475883467,4,23.8625,2,1.4742063492063493,0,190.9,8.736216265210759,4.569024739351738,8.335431477880796
Female,No,No,Yes,49,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.45,1024.65,0,4784,Loyal,20.91122448979592,-44.311692460599176,1.0225537647821967,1,20.45,0,3.8234126984126986,98,0.0,6.933081836928146,3.065724645374026,8.473241303887054
Female,No,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.95,82.9,0,2951,New,20.725,-44.811692460599176,1.0388471177944862,1,19.95,3,2.198412698412698,0,59.85,4.429625613473161,3.0421386463681466,7.990238185720363
Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.15,7789.6,0,4807,Loyal,108.1888888888889,44.38830753940083,0.9911945844149236,6,18.191666666666663,0,3.857142857142857,72,0.0,8.960673157721615,4.7018430732483525,8.478036476215044
Female,Yes,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,0,3935,Mature,79.5,20.938307539400824,0.9276546091015168,3,28.566666666666663,2,1.7896825396825398,0,171.4,7.63433723562832,4.462453883786496,8.277920258172143
Female,Yes,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,0,3199,Mature,98.64428571428572,37.28830753940082,0.9666270035696788,4,25.5125,1,2.0575396825396823,0,102.05,8.147157966489951,4.635214307336468,8.070906088787819
Female,No,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,5468.95,0,4507,Loyal,95.94649122807016,29.938307539400824,1.0131625261675836,4,23.675,1,2.363095238095238,57,94.7,8.607024754606424,4.5612182984589085,8.413608875159667
Male,No,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4,1802.15,0,2434,Mature,64.3625,-0.3616924605991727,0.999417701863354,3,21.46666666666667,2,2.817460317460317,0,128.8,7.497290414418373,4.180522258463153,7.79770203551669
Female,No,Yes,No,25,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,26.8,733.55,0,3428,Mature,29.342,-37.96169246059918,1.0948507462686567,1,26.8,1,2.490079365079365,25,26.8,6.599258066816436,3.3250360206965914,8.14002395246292
Female,No,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,3021.45,0,3404,Mature,64.28617021276595,1.2883075394008188,0.9732955369078872,4,16.5125,1,3.224206349206349,47,66.05,8.01382303975493,4.205438609727688,8.133000218583613
Female,No,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,0,4491,Loyal,64.69912280701755,0.4383075394008244,0.9923178344634592,4,16.3,1,3.3630952380952377,0,65.2,8.213070035344117,4.192680462942962,8.410053315858335
Male,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,0,3739,Growing,86.946875,20.28830753940082,1.0223030570252791,2,42.525,2,1.507936507936508,0,170.1,7.238604593709511,4.454928522657548,8.226840890408578
Male,No,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.8,274.35,0,2612,New,54.870000000000005,-8.961692460599181,0.9833333333333334,3,18.6,2,0.498015873015873,0,111.6,5.618043015708491,4.039536325727106,7.868254265520613
Male,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.95,1322.85,0,5092,Loyal,18.372916666666665,-44.811692460599176,0.9209482038429408,1,19.95,0,5.142857142857143,144,0.0,7.188299437027451,3.0421386463681466,8.535622326884605
Female,No,Yes,Yes,48,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,0,5269,Mature,45.75625,-19.76169246059918,1.0168055555555555,3,15.0,0,4.095238095238095,48,0.0,7.694984612903221,3.828641396489095,8.569785641535407
Female,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,0,5782,Loyal,115.34632352941176,50.13830753940083,1.003884451953105,7,16.414285714285715,0,4.944444444444445,136,0.0,8.967574302145234,4.752727750345706,8.662677858158219
Female,No,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,0,5503,Mature,107.06333333333332,41.63830753940083,1.006234335839599,5,21.28,1,1.130952380952381,0,106.4,8.074929235070975,4.676560182074764,8.61323037961318
Female,No,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.1,130.15,0,4047,New,43.38333333333333,-18.661692460599177,0.9410701373825018,1,46.1,2,1.1845238095238095,0,92.2,4.876341706312883,3.852273001022372,8.305978210967302
Female,Yes,No,No,14,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.7,692.35,0,3162,Growing,49.45357142857143,-25.061692460599176,1.2456818999640158,3,13.233333333333334,0,2.623015873015873,28,0.0,6.541534922199873,3.7062280924485496,8.059276223305648
Female,No,No,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,0,4462,New,21.375,-44.71169246059918,1.0660847880299251,1,20.05,2,1.1984126984126984,0,40.1,4.460144413937834,3.0469005601283903,8.40357646462927
Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.75,6849.4,0,4865,Loyal,96.47042253521126,30.98830753940082,1.0075239951458097,4,23.9375,1,5.557539682539682,142,95.75,8.832062323711982,4.572130331909891,8.490027523343468
Male,No,Yes,No,8,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,24.4,203.95,0,2028,New,25.49375,-40.36169246059918,1.0448258196721312,1,24.4,0,2.253968253968254,8,0.0,5.322766046950346,3.2347491740244907,7.615298339825815
Male,No,Yes,Yes,61,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,0,6495,Loyal,34.708196721311474,-31.161692460599177,1.0329820452771272,2,16.8,1,3.132936507936508,0,33.6,7.658321950409569,3.543853682063679,8.778941881841513
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.45,6565.85,0,4461,Loyal,91.19236111111113,25.688307539400824,1.008207419691665,4,22.6125,0,5.571428571428571,144,0.0,8.789789544449974,4.515792374836875,8.403352374992478
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,0,4456,New,84.95,19.23830753940082,1.0113095238095238,2,42.0,3,0.3551587301587301,0,252.0,6.053852319542798,4.442651256490317,8.402231172946555
Female,No,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4,3306.85,0,5075,Loyal,67.48673469387755,2.6383075394008277,1.0012868648943256,5,13.48,0,3.3948412698412698,98,0.0,8.104053710496379,4.225372824628505,8.532278828834277
Male,No,No,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.7,168.9,0,5498,New,21.1125,-45.061692460599176,1.0717005076142132,1,19.7,2,0.2539682539682539,0,39.4,5.135210028677887,3.030133700271324,8.612321536507814
Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.35,253.8,0,4203,New,84.60000000000001,15.588307539400816,1.0528935905413817,2,40.175,3,0.3273809523809524,0,241.05,5.540478923698008,4.398760833665047,8.343791731996841
Male,No,Yes,Yes,9,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,197.4,0,4406,New,21.933333333333334,-45.16169246059918,1.119047619047619,1,19.6,0,4.267857142857143,18,0.0,5.290285194850773,3.025291075795536,8.390949464841986
Male,No,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.2,3838.2,0,6005,Loyal,57.286567164179104,-10.561692460599176,1.056947733656441,3,18.066666666666663,1,5.359126984126984,134,54.2,8.253019290544035,4.01096295328305,8.700514248543275
Male,No,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.2,2065.15,0,3150,Mature,44.8945652173913,-19.561692460599176,0.9932425933051172,1,45.2,2,0.7817460317460316,0,90.4,7.633442251109864,3.832979798087693,8.055475141757274
Female,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,75.1,5064.45,0,4931,Loyal,75.58880597014925,10.338307539400816,1.0065087346224937,5,15.02,0,3.6448412698412698,67,0.0,8.530198257751106,4.33204826486764,8.503499864284235
Female,No,Yes,No,55,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.7,1140.05,0,4888,Loyal,20.728181818181817,-45.061692460599176,1.052191970466082,1,19.7,1,2.906746031746032,55,19.7,7.03970417011142,3.030133700271324,8.494743062578646
Male,No,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,0,4959,Mature,74.1651515151515,7.988307539400822,1.0194522545038007,5,14.55,2,2.172619047619048,0,145.5,7.803210450268153,4.300680995219929,8.509161019718974
Male,No,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,1263.9,0,6444,Loyal,20.385483870967743,-44.71169246059918,1.0167323626417826,1,20.05,0,5.003968253968255,124,0.0,7.142748346653496,3.0469005601283903,8.771059915373288
Male,No,Yes,Yes,49,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.2,1838.15,0,4810,Loyal,37.51326530612245,-25.561692460599176,0.9569710537276136,2,19.6,3,2.966269841269841,0,117.6,7.517058787346506,3.693866995624976,8.478660241699453
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75,0,5479,New,44.75,-20.01169246059918,1.0,1,44.75,3,0.1567460317460317,0,134.25,3.82319179172153,3.82319179172153,8.608860379942062
Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.65,1185.0,0,4965,Growing,84.64285714285714,17.888307539400827,1.0241120041483016,3,27.55,3,1.623015873015873,0,247.95,7.078341579557671,4.426641427432833,8.510369966068112
Male,Yes,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.9,1743.9,0,3728,Growing,96.88333333333334,29.138307539400827,1.03177138800142,4,23.475,1,0.8214285714285714,0,93.9,7.464452526404185,4.552823705615882,8.22389538017882
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.15,8529.5,0,4743,Loyal,118.46527777777776,52.38830753940083,1.011227296438564,7,16.735714285714288,1,5.0,144,117.15,9.051403255414964,4.771955003632917,8.464635940677562
Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.25,6549.45,0,5213,Loyal,102.33515625,34.48830753940082,1.0310846977329975,5,19.85,0,3.6031746031746033,128,0.0,8.78728902855948,4.607667066186679,8.559102594493448
Male,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.55,7806.5,0,5532,Loyal,113.1376811594203,47.78830753940082,1.0052215118562442,7,16.07857142857143,1,4.958333333333333,138,112.55,8.962840089157234,4.732243268551567,8.618485442898109
Female,No,No,No,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.7,25.7,0,5249,New,25.7,-39.061692460599176,1.0,1,25.7,3,0.1567460317460317,0,77.1,3.284663565406204,3.284663565406204,8.565983355585669
Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,6287.3,0,6291,Loyal,88.55352112676057,25.53830753940082,0.9806591486905932,7,12.9,0,5.986111111111111,142,0.0,8.746446042894624,4.514150787600923,8.747034264178168
Female,No,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,0,5232,Loyal,49.27045454545454,-15.36169246059918,0.9973776223776224,2,24.7,1,4.2023809523809526,66,49.4,8.0872868141283,3.919991175077323,8.562740006372207
Male,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.4,50.6,0,3954,New,25.3,-45.36169246059918,1.3041237113402062,1,19.4,1,0.1706349206349206,0,19.4,3.943521672487517,3.0155349008501706,8.282735880201754
Female,Yes,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.7,7904.25,0,5011,Loyal,111.3274647887324,44.93830753940082,1.0148355951570869,7,15.671428571428573,1,4.986111111111111,142,109.7,8.975282374696942,4.706823839714591,8.51959031601596
Male,No,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.95,0,2738,New,66.35909090909091,-3.5116924605991784,1.0834137291280148,3,20.416666666666668,2,1.5813492063492065,11,122.5,6.594345057957625,4.131158535344817,7.915348169263078
Male,No,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,0,5491,Mature,56.46914893617021,-9.46169246059918,1.0211419337462968,3,18.433333333333334,3,2.0813492063492065,0,165.89999999999998,7.8842187658904255,4.030694535145645,8.61104776688786
Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.95,0,6237,Loyal,99.49916666666668,38.98830753940082,0.9590281124497992,5,20.75,2,3.547619047619048,0,207.5,8.6946613227052,4.651576558802248,8.738414897167749
Male,No,No,No,11,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.5,226.8,0,5825,New,20.61818181818182,-45.26169246059918,1.0573426573426574,1,19.5,0,1.2956349206349205,11,0.0,5.428468051013081,3.0204248861443626,8.67008593751938
Female,No,No,No,29,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,0,5103,Mature,37.33620689655172,-25.26169246059918,0.9452204277608032,3,13.166666666666666,0,1.8313492063492065,29,0.0,6.988182528094752,3.701301974112493,8.537779825024625
Male,No,Yes,Yes,21,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,0,4302,Growing,26.94047619047619,-38.71169246059918,1.0341833470432318,0,26.05,3,2.2916666666666665,0,78.15,6.339918289387638,3.2976870052924907,8.3670677328386
Male,Yes,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,0,3594,Mature,91.05729166666669,26.28830753940082,1.000080084202819,3,30.35,2,2.095238095238096,0,182.1,8.382918665593769,4.522331907679087,8.187299270155147
Female,No,No,Yes,3,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.65,90.05,0,5880,New,30.016666666666666,-35.11169246059918,1.0123664980326026,1,29.65,1,1.1845238095238095,0,29.65,4.511408806173617,3.4226326623822203,8.679482094459956
Female,No,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.2,2169.4,0,5284,Mature,50.45116279069768,-14.561692460599176,1.0050032428425832,2,25.1,1,2.882936507936508,0,50.2,7.682666761344722,3.9357395320454622,8.572627898304338
Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.3,550.6,0,4024,New,110.12,40.53830753940082,1.0457739791073124,5,21.06,2,0.7837301587301587,0,210.6,6.312823145919147,4.666265285347902,8.300280189852664
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,55.45,0,5286,New,55.45,-9.311692460599176,1.0,2,27.725,3,0.2996031746031746,0,166.35000000000002,4.033355290595671,4.033355290595671,8.57300625623545
Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.45,6300.85,0,5280,Loyal,88.7443661971831,20.688307539400824,1.038553144495999,6,14.241666666666667,1,4.843253968253968,71,85.45,8.74859852006632,4.4595662121293,8.571870752706934
Female,No,Yes,No,8,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.8,160.05,0,5698,New,20.00625,-44.96169246059918,1.0104166666666667,1,19.8,1,2.253968253968254,8,19.8,5.081714875777208,3.0349529867072724,8.648045999835
Male,No,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,436.6,0,3003,New,54.575,-5.511692460599178,0.9210970464135022,2,29.625,3,0.3968253968253968,0,177.75,6.081305251107771,4.098502572370764,8.007700012884026
Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.7,1781.35,0,2927,Growing,89.0675,25.938307539400824,0.9820011025358324,3,30.23333333333333,2,0.7063492063492063,0,181.4,7.485687997274867,4.51852237926242,7.982074875081202
Male,No,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05,5552.5,0,5466,Loyal,78.20422535211267,14.28830753940082,0.989300763467586,2,39.525,1,2.2718253968253967,71,79.05,8.622183638607174,4.382651439442724,8.606485298894999
Female,Yes,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.7,2835.5,0,2364,Mature,91.46774193548389,25.938307539400824,1.0084646299391826,3,30.23333333333333,2,2.859126984126984,31,181.4,7.950326176766622,4.51852237926242,7.768533300926033
Female,Yes,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),95.0,3591.25,0,5148,Mature,94.50657894736842,30.23830753940082,0.9948060941828256,4,23.75,0,3.099206349206349,38,0.0,8.186534026109316,4.564348191467836,8.546557800046141
Female,No,Yes,Yes,2,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.25,63.75,0,4387,New,31.875,-34.51169246059918,1.0537190082644627,1,30.25,2,2.1706349206349205,0,60.5,4.170533700579648,3.4420193761824107,8.38662882139512
Female,No,Yes,No,12,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.85,617.15,0,2873,New,51.42916666666667,-14.911692460599175,1.0316783684386492,3,16.616666666666667,2,1.5952380952380951,0,99.7,6.426731146452936,3.928880122494569,7.96346006663897
Female,No,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.0,870.25,0,2267,New,96.69444444444444,28.23830753940082,1.0397252090800475,5,18.6,1,1.8392857142857144,0,93.0,6.769928962074734,4.543294782270004,7.726653664847642
Male,Yes,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.55,601.25,0,4143,New,54.65909090909091,-10.21169246059918,1.001999833347221,3,18.183333333333334,3,1.5813492063492065,0,163.64999999999998,6.400672641494981,4.017283516085639,8.329416783939319
Male,No,No,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,111.65,0,2276,New,18.60833333333333,-45.061692460599176,0.9445854483925552,1,19.7,1,1.226190476190476,0,19.7,4.724285666878253,3.030133700271324,7.7306140660637395
Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.8,6046.1,0,5643,Loyal,85.15633802816902,20.03830753940082,1.0042020993887857,7,12.114285714285714,1,3.986111111111111,71,84.8,8.707334097262324,4.4520190064939165,8.638348312972704
Female,No,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3923.8,0,5643,Mature,93.42380952380952,29.688307539400824,0.9891350928936954,4,23.6125,1,4.154761904761904,42,94.45,8.275070673504224,4.558602550171757,8.638348312972704
Female,No,Yes,Yes,45,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.85,892.15,0,2844,Mature,19.82555555555556,-43.91169246059918,0.9508659738875564,1,20.85,0,4.767857142857143,90,0.0,6.794754539894893,3.084200921541599,7.953318346560431
Male,No,Yes,Yes,28,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.0,1682.05,0,2797,Mature,60.073214285714286,-4.761692460599178,1.001220238095238,5,12.0,1,4.103174603174604,28,60.0,7.428362902602745,4.110873864173311,7.936660155225426
Female,No,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.45,3398.9,0,5357,Mature,79.04418604651163,15.688307539400824,0.982525618974663,2,40.225,2,1.882936507936508,0,160.9,8.131501298407013,4.399989335048054,8.586346050104554
Male,No,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,4984.85,0,4104,Loyal,83.08083333333335,20.188307539400824,0.977996860898568,6,14.158333333333331,2,4.690476190476191,120,169.9,8.514359179395104,4.453765731828859,8.31996102188653
Male,No,Yes,Yes,7,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.65,305.55,0,2750,New,43.65,-15.11169246059918,0.879154078549849,4,12.4125,0,4.6686507936507935,14,0.0,5.725380874208697,3.924939230694693,7.919719760924575
Female,No,Yes,No,25,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.2,507.9,0,4129,Mature,20.316,-44.561692460599176,1.0057425742574255,1,20.2,1,2.490079365079365,25,20.2,6.232251533594787,3.054001181677967,8.326032685955079
Male,No,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.45,0,5939,Mature,99.01666666666668,35.73830753940082,0.9852404643449418,4,25.125,1,1.9464285714285716,27,100.5,7.891499030713357,4.620058798481842,8.68946441235669
Male,No,No,No,10,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.75,389.8,0,2263,New,38.98,-29.01169246059918,1.0903496503496504,2,17.875,2,0.4246031746031746,0,71.5,5.968195920168628,3.6041382256588457,7.724888439323074
