customerid,city,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_value,churn_score,cltv,churn_reason,avg_monthly_charge,charge_vs_avg,payment_ratio,total_services,cost_per_service,high_risk,engagement_score,tenure_x_contract,charge_x_risk
8499-BRXTD,Kernville,93238,35.852892,-118.397782,Male,No,No,No,18,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,401.85,0,57,5586,,22.325000000000003,-44.66169246059918,1.1106965174129353,1,20.1,0,1.3928571428571428,18,0.0
9154-QDGTH,Kettleman City,93239,35.996923,-120.000951,Male,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,0,60,3927,,103.53139534883722,39.53830753940082,0.9926308278891393,5,20.86,1,4.311507936507937,43,104.3
8197-BFWVU,Lake Isabella,93240,35.607875,-118.466318,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,0,28,5197,,92.90208333333334,28.48830753940082,0.9962689901697944,7,13.321428571428571,1,5.0,144,93.25
2577-GVSIL,Lamont,93241,35.245035,-118.905553,Male,No,Yes,No,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,0,66,4719,,76.03142857142856,8.688307539400824,1.0351453855878634,4,18.3625,1,3.0575396825396823,35,73.45
9367-OIUXP,Laton,93242,36.444232,-119.718285,Male,No,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.7,73.05,0,76,4676,,18.2625,-44.061692460599176,0.8822463768115942,1,20.7,1,0.1984126984126984,0,20.7
6770-UAYGJ,Lebec,93243,34.845861,-118.885163,Female,No,Yes,Yes,49,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.25,1211.65,0,35,5616,,24.727551020408164,-39.51169246059918,0.9793089513032937,1,25.25,0,4.823412698412699,98,0.0
6463-HHXJR,Lemon Cove,93244,36.462671,-118.997291,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.65,0,41,4080,,99.02323943661972,35.73830753940082,0.9853058650409922,5,20.1,0,5.700396825396826,142,0.0
7928-VJYAB,Lemoore,93245,36.303666,-119.825657,Male,No,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,0,65,2004,,92.74545454545455,25.838307539400816,1.023680513746739,3,30.2,2,2.581349206349206,0,181.2
1187-WILMM,Lindsay,93247,36.205465,-119.085807,Male,No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.4,5597.65,0,80,5004,,88.8515873015873,24.638307539400827,0.9938656297716698,7,12.771428571428572,1,4.875,126,89.4
9776-OJUZI,Lost Hills,93249,35.637715,-119.893068,Female,Yes,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,0,62,4168,,95.74307692307693,30.688307539400824,1.003070475883467,4,23.8625,2,1.4742063492063493,0,190.9
1306-RPWXZ,Mc Farland,93250,35.666886,-119.186717,Female,No,No,Yes,49,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.45,1024.65,0,20,4784,,20.91122448979592,-44.311692460599176,1.0225537647821967,1,20.45,0,3.8234126984126986,98,0.0
3097-PYWXL,New Cuyama,93254,34.956577,-119.750142,Female,No,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.95,82.9,0,26,2951,,20.725,-44.811692460599176,1.0388471177944862,1,19.95,3,2.198412698412698,0,59.849999999999994
2266-SJNAT,Onyx,93255,35.676978,-118.101378,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.15,7789.6,0,46,4807,,108.1888888888889,44.38830753940083,0.9911945844149235,6,18.191666666666666,0,3.857142857142857,72,0.0
0869-PAPRP,Pixley,93256,35.957019,-119.330928,Female,Yes,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,0,23,3935,,79.5,20.938307539400824,0.9276546091015168,3,28.566666666666666,2,1.7896825396825398,0,171.4
4238-JSSWH,Porterville,93257,36.008958,-118.891593,Female,Yes,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,0,35,3199,,98.64428571428572,37.28830753940082,0.9666270035696788,4,25.5125,1,2.0575396825396823,0,102.05
2972-YDYUW,Posey,93260,35.861928,-118.636698,Female,No,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,5468.95,0,70,4507,,95.94649122807017,29.938307539400824,1.0131625261675836,4,23.675,1,2.363095238095238,57,94.7
1104-FEJAM,Richgrove,93261,35.809921,-119.127437,Male,No,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4,1802.15,0,48,2434,,64.3625,-0.3616924605991727,0.999417701863354,3,21.46666666666667,2,2.817460317460317,0,128.8
2809-ILCYT,Sequoia National Park,93262,36.527243,-118.594938,Female,No,Yes,No,25,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,26.8,733.55,0,78,3428,,29.342,-37.96169246059918,1.0948507462686567,1,26.8,1,2.490079365079365,25,26.8
5499-ECUTN,Shafter,93263,35.490705,-119.286833,Female,No,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,3021.45,0,73,3404,,64.28617021276595,1.2883075394008188,0.9732955369078873,4,16.5125,1,3.224206349206349,47,66.05
4981-FLTMF,Springville,93265,36.245926,-118.693138,Female,No,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,0,76,4491,,64.69912280701755,0.43830753940082445,0.9923178344634592,4,16.3,1,3.3630952380952377,0,65.2
9121-PHQSR,Stratford,93266,36.175255,-119.813805,Male,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,0,80,3739,,86.946875,20.28830753940082,1.0223030570252793,2,42.525,2,1.507936507936508,0,170.1
3113-IWHLC,Strathmore,93267,36.141319,-119.129075,Male,No,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.8,274.35,0,69,2612,,54.870000000000005,-8.961692460599181,0.9833333333333334,3,18.599999999999998,2,0.498015873015873,0,111.6
4277-BWBML,Three Rivers,93271,36.413433,-118.854708,Male,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.95,1322.85,0,56,5092,,18.372916666666665,-44.811692460599176,0.9209482038429407,1,19.95,0,5.142857142857143,144,0.0
0234-TEVTT,Tulare,93274,36.185471,-119.375243,Female,No,Yes,Yes,48,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,0,21,5269,,45.75625,-19.76169246059918,1.0168055555555557,3,15.0,0,4.095238095238095,48,0.0
4304-TSPVK,Tupman,93276,35.316263,-119.402559,Female,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,0,77,5782,,115.34632352941176,50.13830753940083,1.003884451953105,7,16.414285714285715,0,4.944444444444445,136,0.0
1552-AAGRX,Visalia,93277,36.303793,-119.375646,Female,No,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,0,35,5503,,107.06333333333333,41.63830753940083,1.006234335839599,5,21.28,1,1.130952380952381,0,106.4
2637-FKFSY,Wasco,93280,35.652242,-119.4464,Female,No,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.1,130.15,0,39,4047,,43.38333333333333,-18.661692460599177,0.9410701373825018,1,46.1,2,1.1845238095238095,0,92.2
9796-MVYXX,Weldon,93283,35.55647,-118.244914,Female,Yes,No,No,14,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.7,692.35,0,47,3162,,49.45357142857143,-25.061692460599176,1.2456818999640158,3,13.233333333333334,0,2.623015873015873,28,0.0
7874-ECPQJ,Wofford Heights,93285,35.690535,-118.552784,Female,No,No,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,0,57,4462,,21.375,-44.71169246059918,1.0660847880299251,1,20.05,2,1.1984126984126984,0,40.1
0020-INWCK,Woodlake,93286,36.464635,-119.094348,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.75,6849.4,0,26,4865,,96.47042253521126,30.98830753940082,1.0075239951458095,4,23.9375,1,5.557539682539682,142,95.75
7089-RKVSZ,Woody,93287,35.710244,-118.881679,Male,No,Yes,No,8,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,24.4,203.95,0,35,2028,,25.49375,-40.36169246059918,1.0448258196721312,1,24.4,0,2.253968253968254,8,0.0
2683-JXWQQ,Visalia,93291,36.391777,-119.372842,Male,No,Yes,Yes,61,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,0,64,6495,,34.708196721311474,-31.161692460599177,1.0329820452771272,2,16.8,1,3.132936507936508,0,33.6
9548-ZMVTX,Visalia,93292,36.37559,-119.211689,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.45,6565.85,0,35,4461,,91.19236111111111,25.688307539400824,1.008207419691665,4,22.6125,0,5.571428571428571,144,0.0
8739-XNIKG,Bakersfield,93301,35.383937,-119.020428,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,0,54,4456,,84.95,19.23830753940082,1.0113095238095238,2,42.0,3,0.3551587301587301,0,252.0
9755-JHNMN,Bakersfield,93304,35.339796,-119.023552,Female,No,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4,3306.85,0,66,5075,,67.48673469387755,2.6383075394008273,1.0012868648943256,5,13.48,0,3.3948412698412698,98,0.0
3981-QSVQI,Bakersfield,93305,35.391733,-118.984109,Male,No,No,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.7,168.9,0,22,5498,,21.1125,-45.061692460599176,1.0717005076142132,1,19.7,2,0.25396825396825395,0,39.4
2789-HQBOU,Bakersfield,93306,35.449881,-118.841442,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.35,253.8,0,51,4203,,84.60000000000001,15.588307539400816,1.0528935905413817,2,40.175,3,0.3273809523809524,0,241.04999999999998
9424-CMPOG,Bakersfield,93307,35.280113,-118.962329,Male,No,Yes,Yes,9,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,197.4,0,65,4406,,21.933333333333334,-45.16169246059918,1.119047619047619,1,19.6,0,4.267857142857143,18,0.0
5067-WJEUN,Bakersfield,93308,35.559617,-118.925185,Male,No,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.2,3838.2,0,57,6005,,57.286567164179104,-10.561692460599176,1.056947733656441,3,18.066666666666666,1,5.359126984126984,134,54.2
3450-WXOAT,Bakersfield,93309,35.342891,-119.064803,Male,No,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.2,2065.15,0,75,3150,,44.8945652173913,-19.561692460599176,0.9932425933051172,1,45.2,2,0.7817460317460316,0,90.4
9251-WNSOD,Bakersfield,93311,35.16207,-119.194488,Female,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,75.1,5064.45,0,25,4931,,75.58880597014925,10.338307539400816,1.0065087346224935,5,15.02,0,3.6448412698412698,67,0.0
6974-DAFLI,Bakersfield,93312,35.392599,-119.245341,Female,No,Yes,No,55,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.7,1140.05,0,28,4888,,20.728181818181817,-45.061692460599176,1.052191970466082,1,19.7,1,2.9067460317460316,55,19.7
2616-UUTFK,Bakersfield,93313,35.140938,-119.051348,Male,No,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,0,75,4959,,74.1651515151515,7.988307539400822,1.0194522545038007,5,14.55,2,2.172619047619048,0,145.5
7064-JHXCE,San Luis Obispo,93401,35.233745,-120.626442,Male,No,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,1263.9,0,63,6444,,20.385483870967743,-44.71169246059918,1.0167323626417826,1,20.05,0,5.003968253968255,124,0.0
7989-AWGEH,San Luis Obispo,93405,35.236549,-120.727344,Male,No,Yes,Yes,49,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.2,1838.15,0,39,4810,,37.51326530612245,-25.561692460599176,0.9569710537276135,2,19.6,3,2.966269841269841,0,117.60000000000001
4373-VVHQL,Arroyo Grande,93420,35.176236,-120.483243,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75,0,59,5479,,44.75,-20.01169246059918,1.0,1,44.75,3,0.15674603174603174,0,134.25
4559-UWIHT,Atascadero,93422,35.453912,-120.69461,Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.65,1185.0,0,79,4965,,84.64285714285714,17.888307539400827,1.0241120041483016,3,27.55,3,1.623015873015873,0,247.95000000000002
7268-IGMFD,Avila Beach,93424,35.186644,-120.728305,Male,Yes,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.9,1743.9,0,47,3728,,96.88333333333334,29.138307539400827,1.0317713880014199,4,23.475,1,0.8214285714285714,0,93.9
6650-BWFRT,Cambria,93428,35.591387,-121.032256,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.15,8529.5,0,41,4743,,118.46527777777777,52.38830753940083,1.011227296438564,7,16.735714285714288,1,5.0,144,117.15
9570-KYEUA,Casmalia,93429,34.866032,-120.536546,Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.25,6549.45,0,59,5213,,102.33515625,34.48830753940082,1.0310846977329975,5,19.85,0,3.6031746031746033,128,0.0
6993-YGFJV,Cayucos,93430,35.511833,-120.918713,Male,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.55,7806.5,0,52,5532,,113.1376811594203,47.78830753940082,1.0052215118562442,7,16.07857142857143,1,4.958333333333333,138,112.55
2712-SYWAY,Creston,93432,35.480896,-120.469476,Female,No,No,No,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.7,25.7,0,54,5249,,25.7,-39.061692460599176,1.0,1,25.7,3,0.15674603174603174,0,77.1
0730-BGQGF,Grover Beach,93433,35.120833,-120.61843,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,6287.3,0,63,6291,,88.55352112676057,25.53830753940082,0.9806591486905931,7,12.9,0,5.986111111111111,142,0.0
5498-IBWPI,Guadalupe,93434,34.936,-120.594655,Female,No,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,0,59,5232,,49.27045454545454,-15.36169246059918,0.9973776223776223,2,24.7,1,4.2023809523809526,66,49.4
9101-NTIXF,Lompoc,93436,34.601055,-120.382917,Male,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.4,50.6,0,56,3954,,25.3,-45.36169246059918,1.3041237113402062,1,19.4,1,0.17063492063492064,0,19.4
0013-SMEOE,Lompoc,93437,34.757477,-120.550507,Female,Yes,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.7,7904.25,0,26,5011,,111.3274647887324,44.938307539400824,1.0148355951570867,7,15.671428571428573,1,4.986111111111111,142,109.7
9314-QDMDW,Los Alamos,93440,34.758699,-120.275839,Male,No,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.95,0,58,2738,,66.35909090909091,-3.5116924605991784,1.0834137291280148,3,20.416666666666668,2,1.5813492063492065,11,122.5
9308-ANMVE,Los Olivos,93441,34.70434,-120.02609,Male,No,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,0,52,5491,,56.469148936170214,-9.461692460599181,1.0211419337462968,3,18.433333333333334,3,2.0813492063492065,0,165.89999999999998
3413-DHLPB,Oceano,93445,35.059695,-120.604741,Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.95,0,53,6237,,99.49916666666667,38.98830753940082,0.9590281124497991,5,20.75,2,3.547619047619048,0,207.5
7649-PHJVR,Paso Robles,93446,35.634222,-120.728341,Male,No,No,No,11,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.5,226.8,0,28,5825,,20.61818181818182,-45.26169246059918,1.0573426573426574,1,19.5,0,1.2956349206349205,11,0.0
6114-TCFID,Pismo Beach,93449,35.165668,-120.655842,Female,No,No,No,29,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,0,29,5103,,37.33620689655172,-25.26169246059918,0.9452204277608032,3,13.166666666666666,0,1.8313492063492065,29,0.0
3787-TRIAL,San Ardo,93450,35.996008,-120.85305,Male,No,Yes,Yes,21,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,0,44,4302,,26.94047619047619,-38.71169246059918,1.0341833470432318,0,26.05,3,2.2916666666666665,0,78.15
2573-GYRUU,San Miguel,93451,35.886767,-120.608661,Male,Yes,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,0,60,3594,,91.05729166666667,26.28830753940082,1.000080084202819,3,30.349999999999998,2,2.0952380952380953,0,182.1
5156-UMKOW,San Simeon,93452,35.746484,-121.223355,Female,No,No,Yes,3,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.65,90.05,0,69,5880,,30.016666666666666,-35.11169246059918,1.0123664980326026,1,29.65,1,1.1845238095238095,0,29.65
1247-QBVSH,Santa Margarita,93453,35.303926,-120.256567,Female,No,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.2,2169.4,0,49,5284,,50.45116279069768,-14.561692460599176,1.0050032428425832,2,25.1,1,2.882936507936508,0,50.2
6734-GMPVK,Santa Maria,93454,34.943523,-120.256729,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.3,550.6,0,66,4024,,110.12,40.53830753940082,1.0457739791073124,5,21.06,2,0.7837301587301587,0,210.6
9822-OAOVB,Santa Maria,93455,34.818227,-120.418784,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,55.45,0,45,5286,,55.45,-9.311692460599176,1.0,2,27.725,3,0.2996031746031746,0,166.35000000000002
6161-ERDGD,Santa Maria,93458,34.95934,-120.490081,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.45,6300.85,0,32,5280,,88.7443661971831,20.688307539400824,1.038553144495999,6,14.241666666666667,1,4.843253968253968,71,85.45
1226-JZNKR,Santa Ynez,93460,34.630356,-120.032564,Female,No,Yes,No,8,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.8,160.05,0,51,5698,,20.00625,-44.96169246059918,1.0104166666666667,1,19.8,1,2.253968253968254,8,19.8
7318-EIVKO,Shandon,93461,35.634488,-120.293534,Male,No,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,436.6,0,54,3003,,54.575,-5.511692460599178,0.9210970464135022,2,29.625,3,0.3968253968253968,0,177.75
3771-PZOBW,Solvang,93463,34.624399,-120.137875,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.7,1781.35,0,77,2927,,89.0675,25.938307539400824,0.9820011025358324,3,30.233333333333334,2,0.7063492063492063,0,181.4
8231-BSWXX,Mojave,93501,35.097323,-118.171288,Male,No,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05,5552.5,0,38,5466,,78.20422535211267,14.288307539400819,0.989300763467586,2,39.525,1,2.2718253968253967,71,79.05
6486-LHTMA,California City,93505,35.151491,-117.927597,Female,Yes,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.7,2835.5,0,34,2364,,91.46774193548387,25.938307539400824,1.0084646299391826,3,30.233333333333334,2,2.859126984126984,31,181.4
4083-BFNYK,Acton,93510,34.501452,-118.207862,Female,Yes,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),95.0,3591.25,0,71,5148,,94.50657894736842,30.23830753940082,0.9948060941828255,4,23.75,0,3.099206349206349,38,0.0
7389-KBFIT,Big Pine,93513,37.245505,-118.062943,Female,No,Yes,Yes,2,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.25,63.75,0,61,4387,,31.875,-34.51169246059918,1.0537190082644627,1,30.25,2,2.1706349206349205,0,60.5
7176-WIONM,Bishop,93514,37.04584,-118.397236,Female,No,Yes,No,12,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.85,617.15,0,24,2873,,51.42916666666667,-14.911692460599177,1.0316783684386492,3,16.616666666666667,2,1.5952380952380953,0,99.7
5141-ZUVBH,Boron,93516,34.95703,-117.73045,Female,No,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.0,870.25,0,40,2267,,96.69444444444444,28.23830753940082,1.0397252090800477,5,18.6,1,1.8392857142857144,0,93.0
1089-HDMKP,Bridgeport,93517,38.184583,-119.286558,Male,Yes,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.55,601.25,0,40,4143,,54.65909090909091,-10.211692460599181,1.001999833347221,3,18.183333333333334,3,1.5813492063492065,0,163.64999999999998
7623-HKYRK,Caliente,93518,35.358953,-118.527064,Male,No,No,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,111.65,0,44,2276,,18.608333333333334,-45.061692460599176,0.9445854483925551,1,19.7,1,1.226190476190476,0,19.7
0310-SUCIN,Darwin,93522,36.319181,-117.593053,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.8,6046.1,0,28,5643,,85.15633802816902,20.03830753940082,1.0042020993887855,7,12.114285714285714,1,3.986111111111111,71,84.8
5197-PYEPU,Edwards,93523,34.966777,-117.961179,Female,No,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3923.8,0,63,5643,,93.42380952380952,29.688307539400824,0.9891350928936954,4,23.6125,1,4.154761904761904,42,94.45
6619-RPLQZ,June Lake,93529,37.730269,-119.055813,Female,No,Yes,Yes,45,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.85,892.15,0,32,2844,,19.825555555555557,-43.91169246059918,0.9508659738875564,1,20.85,0,4.767857142857143,90,0.0
3275-RHRNE,Keeler,93530,36.560498,-117.962461,Male,No,Yes,Yes,28,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.0,1682.05,0,80,2797,,60.073214285714286,-4.761692460599178,1.001220238095238,5,12.0,1,4.103174603174604,28,60.0
3503-TYDAY,Keene,93531,35.214982,-118.59049,Female,No,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.45,3398.9,0,35,5357,,79.04418604651163,15.688307539400824,0.982525618974663,2,40.225,2,1.882936507936508,0,160.9
6901-GOGZG,Lake Hughes,93532,34.659579,-118.584212,Male,No,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,4984.85,0,41,4104,,83.08083333333335,20.188307539400824,0.9779968608985679,6,14.158333333333333,2,4.690476190476191,120,169.9
7021-XSNYE,Lancaster,93535,34.712708,-117.889656,Male,No,Yes,Yes,7,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.65,305.55,0,60,2750,,43.65,-15.11169246059918,0.879154078549849,4,12.4125,0,4.6686507936507935,14,0.0
9621-OUPYD,Lancaster,93536,34.741406,-118.38111,Female,No,Yes,No,25,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.2,507.9,0,23,4129,,20.316,-44.561692460599176,1.0057425742574257,1,20.2,1,2.490079365079365,25,20.2
8982-NHAVY,Littlerock,93543,34.505273,-117.955054,Male,No,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.45,0,50,5939,,99.01666666666667,35.73830753940082,0.9852404643449418,4,25.125,1,1.9464285714285714,27,100.5
4307-KWMXE,Llano,93544,34.500091,-117.765862,Male,No,No,No,10,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.75,389.8,0,59,2263,,38.980000000000004,-29.01169246059918,1.0903496503496504,2,17.875,2,0.4246031746031746,0,71.5
0141-YEAYS,Lone Pine,93545,36.590415,-118.073839,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,0,77,5990,,88.92777777777779,21.688307539400824,1.0286613970824499,3,28.816666666666666,2,0.8035714285714286,0,172.9
2450-ZKEED,Mammoth Lakes,93546,37.550074,-118.837167,Female,No,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),53.8,651.55,0,27,5899,,59.23181818181818,-10.961692460599181,1.1009631632308212,3,17.933333333333334,0,1.5813492063492065,11,0.0
